title,writers
매니저의 파파라치 이중생활,홍선
당신의 능력을 흡수하겠습니다,면역계
마도신기,태훈
잠식 [독점],피숙혜
어떤 미소녀의 무림 환생기,김수미
멸망세계의 오버로드,패턴파인더
살인자의 개연성 [BL][단행본],중임무황태
로마를 정복해야 내가 산다 [단행본],인간9호
내 아기곰이 너무 강함 [단행본],편몽
달콤한 구원 [BL][단행본],라비니안느
달콤한 구원 외전 [BL][단행본],라비니안느
그 왕세자비의 사정 [선공개],은유담
시선강탈 그 녀석 [단행본],이혜율
아찔한 동거 [단행본],BungAri
그만 돌려 주세요 [단행본],수레국화꽃말
조각달을 베어 물고 [선공개],파란드
쇼윈도 커플 [단행본],블랙꽃
폭군님은 착하게 살고 싶어 [선공개],람글
남편 말고 남자 친구 [외전 추가][선공개],진주비
우리가 결혼하는 이유 [선공개],아라(ARA)
오만한 전남편의 결혼 제안 [독점],이정은
우아한 오브리 [독점],김캐롤
오만과 야만 [외전][단행본],티켓
내일은 행복 [단행본],호박꽃향기
영주가 되는 방법,처늬
아포칼립스 악덕 사장,칼튼90
나의 계약 연인이 사실은,메나닉
신입생 초월각성,케이브
이세계 방랑자로 생존하는 법,겨울반디
만상은 진동한다,돌봉이
냉정한 마법사의 첫사랑 [단행본],신서봄
대리 승은 [단행본],마뇽
호의 반려,김선정
회귀 재벌은 언제나 옳다,창조소설러
투명해지다 [단행본],미요나
"처음이에요, 교수님 [단행본]",이사과
"처음이에요, 교수님 [합본][단행본]",이사과
신데렐라가 되어줘,그린커피
당신이 모르는 동화 이야기[단행본],"이수진, 강선애(지니안), 라이나"
천월서금 [독점],겨울버들잎
천월서금 [단행본],겨울버들잎
아저씨가 야구를 참 잘한다 [단행본],모루우
"무신, 돌아오다 [단행본]",윤신현
만지면 만질수록,정이람
신과 함께 만화천재,이한이
웨딩드레스를 벗기는 방법,요안나
더 퀘스터 회귀한 자 [단행본],쯔눈
언럭키 히어로 [단행본],도양
친구는 못 해 [BL][단행본],캣그라스
친구는 못 해 [BL],캣그라스
"묘, 영혼을 사로잡은 고양이 [개정판][단행본]",문희
"나무, 흔들리다 [개정판][단행본]",문희
악녀지만 귀농하겠습니다 [단행본],슈크림빵
열기,청단
상사는 짐승,시에라
불건전 쇼윈도 남편 [독점],신다온
내겐 너무 소란한 결혼 [독점],"노승아, yy"
좋아하면 괴롭힌다 [단행본],제타
새장 속은 아늑한가요 [독점],달꼬리
연하남의 수상한 도발 [선공개],강샙별
남주와의 하룻밤이 궁금했다 [독점][외전 추가],최고낑
바람직한 맞선 [단행본],이한나
바람직한 맞선 외전 [단행본],이한나
천생 배우 김성현,붐붐파우
다시 태어난 야구 천재,소구장
세계 최초 마궁사,JayBee
다정한 집착 남주에게 사로잡히면 [선공개],시세Sisse
청춘 시나리오[단행본],델핀
못난이 영애의 시크릿 파우치,퍼플레몬
게임마스터 [독점],"둥치, 강성원"
리셋팅 레이디,차서진
"여우, 꽃피다[BL][단행본]",제이윰
이면 계약 [단행본],플로라실
귀엽진 않아,세계수
내 아이의 아빠,민은아
정민 씨 사랑해요 [단행본],고단풍
겨울이 그윽한 밤 [단행본],요안나
바람직한 맞선 [외전포함],이한나
"언제나, 너였다 [외전포함]",비엔나커피
그 화신의 힐링 라이프,다롱꽃
잠만 자는 사이,솔해
아찔한 거래,권다유
"천재, 세상을 읽다",정용(正龍)
내 성장속도가 이상하다,추월
후회 없는 회귀 [독점],검이란
환야의 마제 [단행본],오렌
저주받아 스펙업 [단행본],미디니움
천재 작가로 살아가는 법 [단행본],이노움
소환사 아카데미의 최강자 [단행본],세피아톤
Please Why Me(플리즈 와이 미) [외전][단행본],나막웃었잖아(지현)
Please Why Me(플리즈 와이 미),나막웃었잖아(지현)
"뜨겁게, 미치다",강태형
용사를 피해 튀어라 [단행본],갈아만든 배
너의 신이 너를 보냈구나 [단행본],신서록
유리미인살,십사랑
무이,암행
캐스트(Cast),이아농
이 세계는 나의 것 [GL] [단행본],류공
귀수: 나비가 머문 별 [BL][단행본],키도
내 것을 돌려줘,최실
풍신서윤[단행본],태훈
취향저격 백 작가,블레스나인
돌아온 보스,우민희
천만재능(feat. 대한TV) [단행본],고려의검
달콤한 복수 [BL],"전기양, 서주아"
하룻밤의 연인 [개정판],메리유
피 빨고 천하제일[단행본],해리
일방과실 [BL],"네르시온, 이신"
"전하, 뒤를 조심하셔요 [단행본]",이지안
로스트로미디얼 [단행본],레테
사막의 붉은 꽃 [단행본],적영赤瑛
사막의 붉은 꽃 [외전][단행본],적영赤瑛
특성 두 개로 시작하는 회귀 라이프 [단행본],동휘
단월검제[단행본],태훈
흑풍야 : 역황천기 [단행본],은경규
초능력으로 생존한다 [단행본],봉사
만년과장 상태창 사용기[단행본],서칸더브이
은혜로운 회사생활 [단행본],혜인태
필드의 사령탑[단행본],김호영
고인물이 망캐를 너무 잘함,인생망했음
백룡신창 [독점],"참결, 차은결"
파혼에 실패했다[외전선공개],몰토
홀리 동화의 흑막 엔딩을 찾아 버렸다 [외전 선공개],블라
"언제나, 너였다 [단행본]",비엔나커피
"언제나, 너였다 외전 [단행본]",비엔나커피
폐월회설 [BL],"바스카, delta"
무림인이 내 몸을 탐함 [독점],워리R
더러운 맛 [단행본],일락
너를 벗기는 방법 [외전 선공개],채유주
나를 안아 주세요 [단행본],랑새
나를 안아 주세요 [외전][단행본],랑새
폴 in Love [단행본],몽잼
"그날 밤, 너의 입술이 머문 곳",은새비
"예쁘다고, 안고싶다고! [단행본]",헤일로
감정 능력으로 대륙최강 [독점],먹잇감
천마신 [독점],백두혼
성원 [BL],포인
헌터 세상의 몬스터가 되었다 [독점],뺀치
성좌는 망나니를 선택했다 [독점],태일
스펙 쌓는 헌터,긍정론적
대공가의 아기 마님,이소
인공지능으로 재벌가 입성,"김우진1101, 망기"
회귀자 용사님 처우개선안 [BL][단행본],여르날
반란군의 돌팔이 의사,물영아리
태도의 이면 [BL],기적의겨울
키스 더 레인 (Kiss the rain) [BL][단행본],주혜은
키스 더 레인 (Kiss the rain) 외전 [BL][단행본],주혜은
너로 인해 흠뻑 [외전증보판],김라별
삼초살,설봉
나는 너를 사랑하지 않는다[단행본],임이현
The Siren [BL][단행본],헬로미니
The Siren [외전][BL][단행본],헬로미니
그대라는 비 [단행본],정소이
제국의 유일한 공녀랍니다.,만득엄마
빈가녀 [단행본],온유
이세계 흑우가 되었다,크엉컹컹
오프 더 레코드 [GL][단행본],Stego
공작저의 붉은 밤 [독점],"유세라, 율피"
바람의 선택 [ 시즌1 ] - '악마의 보물',말맹이
천사 같은 사장님,은텔라
9서클 마법사의 탄생,정룡필
키스 더 레인 (Kiss the rain) [BL][외전포함],주혜은
히스토리아 베온,은우
사조귀환,비가초
나만의 고막남친 [독점],이혜율
송문귀환,천봉
로맨틱한 순간 [단행본],이봄
후작가의 마법 천재,키보드만세
수풀이 가득한 새장 3권 [외전][BL][단행본],베티버
침입자,허민경
사실 아빠는 용사였단다 [단행본],채무진
킬 더 전생 [단행본],수색영장
힐 때리는 마왕님 [단행본],비재서
고려왕이 된 망나니 [단행본],슬라임2세
주인공이 물량으로 승부함 [단행본],치킨살해범
역대급 후원으로 세계 최강 [단행본],파스테츄
수풀이 가득한 새장 1~2권 [BL][단행본],베티버
치명적이라 감사합니다 [독점],한연진
더없이 나쁜 짓,박하
부적절한 재회,신경희
마이 시크릿 허즈번드 [단행본],이재인
악한 너 [독점][외전 추가],"최강주, 핫덕"
이세계 유유자적 농가 [단행본],"나이토 키노스케, 야스모"
남편은 악마다 [단행본],시에라
세계 최강 흑막의 엄마가 되었습니다 [외전 선공개],Yuwn
거울 가면의 유혹 [단행본],레테
그 황제는 왜 한숨을 쉬었나 [BL][단행본],김노민
미치도록 그녀를 탐하다 [단행본],블랙곤
나의 안드로이드를 위하여,발사믹
네이키드(Naked) [BL][단행본],토공
종이꽃 [BL][단행본],VanG
짐승의 처음 [단행본],시월이
계속 만져주세요 [단행본],비타민Q
야심한 파트너 [독점],"타그트라움, BADegg"
내 남편과 결혼해줘 [독점],"성소작, 아리아"
신데렐라가 되어줘 [단행본],그린커피
소경대인의 반려생활 [독점],맥상인여옥
"그만 멈추세요, 팀장님 [단행본]",손유애
프로 맞선녀의 결정사 탐구생활 [단행본],달이녹
끝내주는 친구 오빠 [외전포함],캐슬그린
끝내주는 친구 오빠 [단행본],캐슬그린
우리 소영주님은 8서클 회귀자 [단행본],우카카
비밀의 밤 [단행본],민은아
비서가 애인이 되는 법,신해
미치지 않고서야,이서린
발갛게 부서진 밤,서향
이세계 생활모험기 [단행본],장스
합의 결혼 [단행본],메리유
"고맙지만, 사양합니다 [단행본]",타그트라움
안아줘요 [단행본],이리스
성좌가 친형이면 생기는 일 [단행본],문필드
망나니 헌터의 과외 수업 [단행본],의현su
신 고구려전기 [단행본],풍아저씨
비주류 마법사 [단행본],산천
조선군벌 [단행본],검장
궁내 체고의 씽카볼 투수가 되었다 [단행본],로웰크란
농사로 이계 평정 [단행본],마실물
밤의 수컷 [단행본],김류해
나는 네가 애틋하지 않았다[단행본],조민혜
그 미묘함에 내가 미쳐[단행본],차운마루
모든 순간이 너였다[단행본],이늘봄
이만 퇴근하겠습니다 [단행본],이밀리
말단 마법공학자의 귀환 [단행본],딜로
처형당할 운명을 바꿔 보겠습니다 [단행본],우아연
대화장 [BL][단행본],쓴은
사내연애 레시피 [단행본],래마
서머싯의 데이지 [GL],밤꾀꼬리
출구는 없습니다 [단행본],최강주
출구는 없습니다 [외전][단행본],최강주
"같이 목욕해요, 공작님 [단행본]",정무늬
"같이 목욕해요, 공작님 [외전][단행본]",정무늬
향기 없는 모란은 누구보다 화려하다 [단행본],열하
향기 없는 모란은 누구보다 화려하다 [외전][단행본],열하
"거기는 안 돼요, 후작님! [단행본]",안젤리카
동백아가씨의 왕[단행본],린아(潾娥)
사적 영역[단행본],나제
성녀님은 힐링이 필요해 [단행본],솜솜
세 번만 만나 볼까요? [단행본],신이경
세 번만 만나 볼까요? [외전][단행본],신이경
미온(微溫)[GL][단행본],신해원
금단의 맛[단행본],예파란
독설 영애와 짐승 공작의 결혼 [단행본],나디아
사랑해 마이애미 [단행본],소리바다
시골 청년의 연애 사정 [단행본],라줄리
그곳에서 온 전화 [BL][단행본],커피오잔
돌아온 보스 [단행본],우민희
결혼시차,마호가니
제가 게임 속 악신이라고 하네요,김트리
천재 파티셰가 되었다,어썸.
책으로 야구를 배웠어요 [단행본],호랑곰
인생 최고의 남자 [외전증보판][선공개],도영
짐승의 조건 [단행본],로얄퀸
짐승의 조건,로얄퀸
"나랑해, 그거",몰라양
가업을 위하여,김원경
마족의 계약 [단행본],김윤경
매너 오브 데스(manner of death) [BL][단행본],sammon
즐거운 아포칼립스 생활[단행본],눌프
만지면 만질수록 [단행본],정이람
비터 로즈 [단행본],진수윤(까망소금)
윈터XX [BL][단행본],한예외
"바람도 모르게, 이슬도 모르게",단은재
어느 소드마스터의 일기장 [단행본],새벽4시반
왕의 여자[단행본],이채원
그 공작가의 장미 특별 외전 [단행본],모마모마
나는 당신을 까맣게 잊었다 [단행본],치타라
천애비검,설봉
"우리, 이제 할래요?",mucury
기프티드 (GIFTED) [단행본],도서관식객
아닌 걸 알면서도 [독점][외전 추가],이드한(rainbowbees)
내가 감히 [단행본],서이얀
그 공작가의 장미,모마모마
태풍의 눈 [단행본],스키조
소꿉친구 잡아먹기 [단행본],가김
함부로 집착 [추가외전 선공개],비유
아빠한테 다 배움,거믄밤
인형군주,레드사벨
아찔하게 젖어 드는 [단행본],천혜향
지친 우리가 쓰레기가 되는 방법 [단행본],까망와플
지친 우리가 쓰레기가 되는 방법,까망와플
카르마 [단행본],레테
위험한 짓 [선공개],쓔햐
흑막을 길들이고 로그아웃 해버렸다,슈가자몽
빈가녀 [독점],온유
신사동 그 사람 [BL][단행본],SISSI
신사동 그 사람 외전 [BL][단행본],SISSI
야한 연애 [단행본],알리시아
라스트 스노우폴(Last Snowfall) [단행본],설연
메클렌 공작부인의 우아한 반란 [단행본],우주케이크
메클렌 공작부인의 우아한 반란 외전 [단행본],우주케이크
사비전 [단행본],탄실
키스 신은 꿈속에서[단행본],한수성
여비서 길들이기 [단행본],온화
몰입도 100% [단행본],신우리
몰입도 100% [외전포함],신우리
무명 배우 역전의 송곳니,메타포라
고생했으니 쉬렵니다,전정현
우울한 공작의 비서님 [선공개],진나나
슬기로운 용병생활!!,발칸레이븐
우주용병 진,몽랑괴행
어쩌다 사장이 되었습니다,서인하
데드라인 [독점],오수정
사랑한다. 너를 만난 그 순간부터…. [단행본],하이
중산(重山),필환
태제 덕령 [단행본],다물랑
아이엠맨,불타는 네모
회귀한 흡혈귀가 너무 강함,쌘곰
조선 슈퍼파워가 되어라! [단행본],크로추장
페로몬[단행본],태경
길 잃은 별은[단행본],원진이
"원해, 더 원해[단행본]",허민경
